,frequency,quantity,change,Other,Start_Drinking,Other.1,age_group,weight_loss,fitness_goals,unproductive_time,lack_of_control,hangovers,mental_health,drinking_habits,embarassment,concern_from_others,Other.2,I want to feel in control of my drinking habits,I want to look better,I want to hit my health and fitness goals,I want to lose weight,I want to learn how to have fun without drinking,I want to feel more energised,I want to regain time for activities that are important to me,I want to see if my drinking is a problem,I want to be a better role model,I want to learn how to deal with emotions in new ways,Other.3,My social life. How am I supposed to have fun without drinking or not seem boring?,My drinking isn't actually a 'problem'. Why change if I'm not an alcoholic?,Bad habits. I always pour a drink when I get home from work.,It's not the right time; I have an event coming up where I'll need to drink.,"Alcohol is how I relax, celebrate, comfort myself everything!",Drinking is just the norm,Other.4,I've successfully done dry months (like Dry January) and kept good habits afterwards,I've successfully done dry months (like Dry January) but fell back into bad habits afterwards,I've tried dry months (like Dry January) but have struggled to complete them,I've made up drinking rules for myself and am very good at sticking with them,I made up rules drinking for myself but can never stick to them,I've read books,I've done a programme,I haven't,Roughly how much do you spend on alcohol in a week?,Score,Ending,freq1,quant1,budget,consumption,cons2,freq2,freq_w,quantity_
1643,1-2 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my 20s,0,In my 20s,False,False,True,False,False,False,False,False,False,0,True,True,True,True,True,True,True,False,False,False,0,True,False,False,True,True,False,0,False,True,False,False,False,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,55,45.0,2xabove,>=5Units,1-2 times a week,20 units+
1645,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,True,True,True,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1646,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,True,False,False,False,False,True,False,0,False,False,False,True,False,False,True,False,False,False,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1647,1-2 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,15,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1648,3-4 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my 30s,0,In my 30s,False,False,False,False,True,True,True,False,False,0,False,False,False,False,False,True,True,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False,Under £10,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,5,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1649,Every day,12-20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £40- £50,20,"Alcohol plays a big part in your life, ",7.0,16.0,45,112.0,2xabove,>=5Units,Every day,12-20 units
1651,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,14,"Alcohol plays a big part in your life, ",5.5,10.0,55,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
1652,Every day,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 40s,True,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,True,0,False,False,False,False,True,True,0,False,False,False,False,False,False,True,False, £50+,17,"Alcohol plays a big part in your life, ",7.0,6.5,55,45.5,2xabove,>=5Units,Every day,5-9 units
1653,Every day,8-12 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,True,True,False,False,False,False,False,False,False,0,True,False,True,True,False,False,False,False,False,False,0,False,False,True,False,False,True,0,False,False,True,False,False,False,False,False, £30- £40,19,"Alcohol plays a big part in your life, ",7.0,10.0,35,70.0,2xabove,>=5Units,Every day,8-12 units
1655,Every day,5-9 units,I want to completely stop drinking alcohol for good,0,In my 30s,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,True,True, £20- £30,17,"Alcohol plays a big part in your life, ",7.0,6.5,25,45.5,2xabove,>=5Units,Every day,5-9 units
1657,5-6 times a week,More than 20 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £30- £40,16,"Alcohol plays a big part in your life, ",5.5,30.0,35,165.0,2xabove,>=5Units,5-6 times a week,20 units+
1658,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 40s,False,False,False,False,False,False,False,False,True,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
1659,3-4 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,True,False,True,False,False,True,0,False,False,False,False,False,True,False,False,True,True,0,True,False,False,False,True,True,0,False,False,False,False,False,False,False,True, £20- £30,11,"Alcohol plays a big part in your life, ",3.5,30.0,25,105.0,2xabove,>=5Units,3-4 times a week,20 units+
1660,1-2 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,True,True,True,False,False,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,True,True,True,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,25,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1661,Once every two weeks,More than 20 units,0,Drink more,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,False,I wanna drink more,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",0.5,30.0,15,15.0,within  norm,>=5Units,<1 time per week,20 units+
1662,Once every two weeks,5-9 units,0,I dont want change,In my late teens,0,In my 20s,False,False,False,False,False,False,False,False,False,Dont like being hungover,False,False,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,4,"Alcohol is causing you more trouble than you realise, ",0.5,6.5,5,3.25,within  norm,>=5Units,<1 time per week,5-9 units
1663,Every day,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
1664,3-4 times a week,2-4 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £40- £50,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,45,10.5,within  norm,<5Units,3-4 times a week,1-4 units
1665,3-4 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False, £50+,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,55,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1666,Every day,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,True,True,False,False,False,False,False,0,False,True,False,True,False,True,False,False,False,False,0,False,False,True,False,True,True,0,False,False,False,False,False,False,False,True, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
1667,3-4 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1668,1-2 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,True,False,False,False,True,True,True,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1670,1-2 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 30s,False,True,True,False,True,True,False,False,False,0,False,True,True,True,True,True,True,False,True,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1671,1-2 times a week,5-9 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,35,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1674,5-6 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,0,False,False,True,False,False,False,False,False, £50+,15,"Alcohol plays a big part in your life, ",5.5,16.0,55,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
1675,Once a month,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,True,False,False,0,False,False,True,False,False,False,False,False, £10- £20,2,"Alcohol is causing you more trouble than you realise, ",0.25,3.0,15,0.75,within  norm,<5Units,<1 time per week,1-4 units
1677,1-2 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 30s,False,True,False,False,False,False,False,False,False,0,False,False,True,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,35,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1678,Every day,2-4 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,16,"Alcohol plays a big part in your life, ",7.0,3.0,25,21.0,2x norm,<5Units,Every day,1-4 units
1680,1-2 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,False,False,True,False,False,True,False,0,False,False,True,False,False,True,False,False,False,False,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,25,45.0,2xabove,>=5Units,1-2 times a week,20 units+
1681,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
1682,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,True,True,False,False,True,False,False,0,True,False,False,False,True,False,False,True,False,False,0,False,True,False,False,True,True,0,False,True,False,False,True,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,35,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1683,1-2 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 20s,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,25,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1684,Every day,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £30- £40,19,"Alcohol plays a big part in your life, ",7.0,10.0,35,70.0,2xabove,>=5Units,Every day,8-12 units
1685,3-4 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 20s,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £30- £40,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,35,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1686,1-2 times a week,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my 30s,0,In my 30s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False, £10- £20,5,"Alcohol is causing you more trouble than you realise, ",1.5,3.0,15,4.5,within  norm,<5Units,1-2 times a week,1-4 units
1687,Every day,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,True,0,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False, £40- £50,20,"Alcohol plays a big part in your life, ",7.0,16.0,45,112.0,2xabove,>=5Units,Every day,12-20 units
1688,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,True,False,False,False,False,False,False,False,0,True,False,False,True,False,False,False,True,False,False,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,25,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
1690,3-4 times a week,12-20 units,0,Nothing,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £40- £50,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,45,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
1691,3-4 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my 20s,0,In my 20s,False,False,True,True,False,True,False,False,False,0,True,True,False,False,True,False,False,False,False,False,0,False,True,False,False,True,False,0,False,True,False,True,False,False,True,False, £40- £50,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,45,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
1695,5-6 times a week,12-20 units,0,I don't need to change anything.,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,True,False,False,False,False,False,0,False,True,False,False,False,True,0,True,False,False,True,False,False,False,False, £40- £50,15,"Alcohol plays a big part in your life, ",5.5,16.0,45,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
1696,3-4 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 30s,False,False,True,False,False,True,False,True,True,0,True,False,False,False,False,False,True,True,False,False,0,False,False,True,False,True,False,0,False,False,False,False,True,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1697,3-4 times a week,1-2 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,5,"Alcohol is causing you more trouble than you realise, ",3.5,1.5,25,5.25,within  norm,<5Units,3-4 times a week,1-4 units
1698,3-4 times a week,1-2 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,True,False,False,False,False,I feel good when I haven't drunk for a while,False,False,False,True,False,False,True,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,Under £10,5,"Alcohol is causing you more trouble than you realise, ",3.5,1.5,5,5.25,within  norm,<5Units,3-4 times a week,1-4 units
1699,Every day,12-20 units,I want to completely stop drinking alcohol for good,0,In my late teens,0,In my 40s,True,False,True,True,True,False,False,False,False,0,True,True,True,True,True,True,True,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,20,"Alcohol plays a big part in your life, ",7.0,16.0,25,112.0,2xabove,>=5Units,Every day,12-20 units
1700,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,15,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1701,1-2 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 30s,False,True,False,False,False,False,False,False,False,0,False,True,True,True,False,True,True,True,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,15,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1702,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,False,True,True,False,False,False,0,True,False,False,False,False,True,True,True,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,35,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1703,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,False,True,False,False,False,False,False,True,False,0,False,True,True,True,True,False,False,False,False,False,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,35,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
1705,Every day,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,17,"Alcohol plays a big part in your life, ",7.0,6.5,25,45.5,2xabove,>=5Units,Every day,5-9 units
1706,1-2 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False, £10- £20,5,"Alcohol is causing you more trouble than you realise, ",1.5,3.0,15,4.5,within  norm,<5Units,1-2 times a week,1-4 units
1707,5-6 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 30s,False,False,False,False,False,False,True,False,False,0,True,True,True,True,True,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,12,"Alcohol plays a big part in your life, ",5.5,6.5,15,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
1708,3-4 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my 30s,0,In my 30s,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,35,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1710,Every day,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £40- £50,19,"Alcohol plays a big part in your life, ",7.0,10.0,45,70.0,2xabove,>=5Units,Every day,8-12 units
1711,5-6 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False, £30- £40,16,"Alcohol plays a big part in your life, ",5.5,30.0,35,165.0,2xabove,>=5Units,5-6 times a week,20 units+
1712,Every day,5-9 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,False,False,True,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,True,True,0,False,True,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,17,"Alcohol plays a big part in your life, ",7.0,6.5,25,45.5,2xabove,>=5Units,Every day,5-9 units
1713,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,True,True,True,True,True,False,True,True,0,True,True,True,True,True,True,True,False,True,False,0,False,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £50+,14,"Alcohol plays a big part in your life, ",5.5,10.0,55,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
1714,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 30s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £30- £40,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,35,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1715,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,15,10.5,within  norm,<5Units,3-4 times a week,1-4 units
1716,5-6 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,True,0,True,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £50+,15,"Alcohol plays a big part in your life, ",5.5,16.0,55,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
1717,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,False,False,True,False,True,True,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,35,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1720,5-6 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,True,False,False,False,False,False, £40- £50,16,"Alcohol plays a big part in your life, ",5.5,30.0,45,165.0,2xabove,>=5Units,5-6 times a week,20 units+
1722,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,True,True,False, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
1723,Every day,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,Keep money,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
1724,5-6 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 30s,False,False,False,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,True,0,False,False,False,False,False,False,False,True, £10- £20,12,"Alcohol plays a big part in your life, ",5.5,6.5,15,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
1725,3-4 times a week,8-12 units,I want to completely stop drinking alcohol for good,0,In my 20s,0,In my 30s,False,False,True,False,False,False,False,False,False,0,False,True,False,True,True,False,False,False,False,False,0,False,False,False,False,True,True,0,False,False,True,False,False,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1727,1-2 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 40s,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,5,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1729,1-2 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,25,45.0,2xabove,>=5Units,1-2 times a week,20 units+
1732,Every day,12-20 units,0,More booze,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,False,Nothing,True,False,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,True,False,False,False,False,False, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
1733,3-4 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,True,True,False,False,True,False,True,False,0,False,True,True,False,True,True,False,False,False,False,0,True,False,False,True,False,False,0,False,False,False,False,True,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1734,Every day,12-20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
1735,Once every few months,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,Mental health,False,False,False,False,False,False,False,True,Under £10,2,"Alcohol is causing you more trouble than you realise, ",0.1,3.0,5,0.30000000000000004,within  norm,<5Units,<1 time per week,1-4 units
1736,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £10- £20,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,15,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
