,frequency,quantity,change,Other,Start_Drinking,Other.1,age_group,weight_loss,fitness_goals,unproductive_time,lack_of_control,hangovers,mental_health,drinking_habits,embarassment,concern_from_others,Other.2,I want to feel in control of my drinking habits,I want to look better,I want to hit my health and fitness goals,I want to lose weight,I want to learn how to have fun without drinking,I want to feel more energised,I want to regain time for activities that are important to me,I want to see if my drinking is a problem,I want to be a better role model,I want to learn how to deal with emotions in new ways,Other.3,My social life. How am I supposed to have fun without drinking or not seem boring?,My drinking isn't actually a 'problem'. Why change if I'm not an alcoholic?,Bad habits. I always pour a drink when I get home from work.,It's not the right time; I have an event coming up where I'll need to drink.,"Alcohol is how I relax, celebrate, comfort myself everything!",Drinking is just the norm,Other.4,I've successfully done dry months (like Dry January) and kept good habits afterwards,I've successfully done dry months (like Dry January) but fell back into bad habits afterwards,I've tried dry months (like Dry January) but have struggled to complete them,I've made up drinking rules for myself and am very good at sticking with them,I made up rules drinking for myself but can never stick to them,I've read books,I've done a programme,I haven't,Roughly how much do you spend on alcohol in a week?,Score,Ending,freq1,quant1,budget,consumption,cons2,freq2,freq_w,quantity_
2217,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,True,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,25,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
2221,Every day,12-20 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,True,False,True,False,True,False,False,False,False,False,0,False,False,True,False,False,True,0,False,False,True,False,True,False,False,False, £30- £40,20,"Alcohol plays a big part in your life, ",7.0,16.0,35,112.0,2xabove,>=5Units,Every day,12-20 units
2236,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
2238,1-2 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,15,45.0,2xabove,>=5Units,1-2 times a week,20 units+
2240,Every day,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
2241,Every day,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False, £40- £50,17,"Alcohol plays a big part in your life, ",7.0,6.5,45,45.5,2xabove,>=5Units,Every day,5-9 units
2249,5-6 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,True,0,True,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £30- £40,15,"Alcohol plays a big part in your life, ",5.5,16.0,35,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
2259,Every day,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,True,False,True,False,True,True,False,False,0,True,True,True,True,True,True,False,True,False,False,0,True,False,False,False,True,True,0,False,False,True,False,True,False,False,False, £30- £40,17,"Alcohol plays a big part in your life, ",7.0,6.5,35,45.5,2xabove,>=5Units,Every day,5-9 units
2260,Every day,8-12 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 40s,False,False,True,False,True,True,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,True,False,True,True,0,False,False,False,False,False,False,False,True, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
2261,1-2 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,True,True,False,False,False,False,True,False,False,0,True,False,True,True,False,False,False,True,False,False,0,True,True,False,False,False,False,0,False,False,False,False,True,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,55,45.0,2xabove,>=5Units,1-2 times a week,20 units+
2263,5-6 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £30- £40,11,"Alcohol plays a big part in your life, ",5.5,3.0,35,16.5,2x norm,<5Units,5-6 times a week,1-4 units
2264,Every day,5-9 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,False,False,True,False,True,False,False,False,False,0,False,False,True,False,False,True,0,False,False,False,False,True,False,False,False, £30- £40,17,"Alcohol plays a big part in your life, ",7.0,6.5,35,45.5,2xabove,>=5Units,Every day,5-9 units
2265,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
2266,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,14,"Alcohol plays a big part in your life, ",5.5,10.0,35,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
2268,Once every few months,More than 20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,7,"Alcohol is causing you more trouble than you realise, ",0.1,30.0,5,3.0,within  norm,>=5Units,<1 time per week,20 units+
2269,1-2 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,True,False,False,False,False,False,True,0,True,False,True,False,False,False,0,False,True,False,True,False,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
2270,Every day,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,True,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,True,False, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
2271,Every day,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,True,False,False,True,0,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
2277,5-6 times a week,More than 20 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £50+,16,"Alcohol plays a big part in your life, ",5.5,30.0,55,165.0,2xabove,>=5Units,5-6 times a week,20 units+
2283,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False, £50+,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,55,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
2285,Once every two weeks,2-4 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,3,"Alcohol is causing you more trouble than you realise, ",0.5,3.0,5,1.5,within  norm,<5Units,<1 time per week,1-4 units
2293,Every day,More than 20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
2305,3-4 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £50+,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,55,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
2307,Once every two weeks,More than 20 units,0,Fine with what i drink,In my early teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",0.5,30.0,25,15.0,within  norm,>=5Units,<1 time per week,20 units+
2308,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
2313,Once every two weeks,1-2 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False, £20- £30,2,"Alcohol is causing you more trouble than you realise, ",0.5,1.5,25,0.75,within  norm,<5Units,<1 time per week,1-4 units
2317,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,False,False,False,False,True,False,0,True,True,True,False,True,True,True,True,True,True,0,True,False,False,False,True,True,0,False,False,False,True,False,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
2319,1-2 times a week,12-20 units,0,Not bothered,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,False,Not bothered,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,15,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
2320,Once every few months,1-2 units,I want to completely stop drinking alcohol for good,0,In my late teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False,Under £10,1,"Alcohol is causing you more trouble than you realise, ",0.1,1.5,5,0.15000000000000002,within  norm,<5Units,<1 time per week,1-4 units
2332,1-2 times a week,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,False,False,True,False,True,False,True,False,False,0,True,False,False,False,False,False,True,True,False,False,0,True,False,False,False,False,False,0,False,False,True,False,False,False,False,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,35,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
2333,1-2 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,True,True,True,True,True,True,False,False,False,False,0,True,False,False,False,True,False,0,True,True,False,False,False,False,True,False, £50+,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,55,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
2334,Once a month,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False,Under £10,3,"Alcohol is causing you more trouble than you realise, ",0.25,6.5,5,1.625,within  norm,>=5Units,<1 time per week,5-9 units
2337,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
2340,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,True,True,True,True,True,True,True,False,True,0,False,False,True,False,True,True,0,False,False,False,False,True,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
2341,5-6 times a week,12-20 units,0,Na happy with it,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,False,Na happy,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,15,"Alcohol plays a big part in your life, ",5.5,16.0,55,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
2343,3-4 times a week,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my 30s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,25,10.5,within  norm,<5Units,3-4 times a week,1-4 units
2344,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,35,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
2349,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 40s,42,In my 40s,True,False,True,False,False,False,False,False,False,0,True,True,False,True,True,True,True,False,False,False,0,False,False,True,False,True,False,0,False,False,False,False,True,False,False,False, £30- £40,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,35,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
2355,1-2 times a week,1-2 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 40s,True,True,False,False,False,False,True,False,True,0,True,False,True,True,True,True,True,True,True,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £30- £40,4,"Alcohol is causing you more trouble than you realise, ",1.5,1.5,35,2.25,within  norm,<5Units,1-2 times a week,1-4 units
2360,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,False,True,True,False,0,False,True,False,False,False,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
2363,1-2 times a week,5-9 units,I want to completely stop drinking alcohol for good,0,In my 20s,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,25,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
2373,Every day,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
2375,Every day,5-9 units,I want to completely stop drinking alcohol for good,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,True,True,False,True,0,False,False,True,False,False,False,False,False,Under £10,17,"Alcohol plays a big part in your life, ",7.0,6.5,5,45.5,2xabove,>=5Units,Every day,5-9 units
2378,Once every few months,More than 20 units,I want to completely stop drinking alcohol for good,0,In my late teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,True,False, £50+,7,"Alcohol is causing you more trouble than you realise, ",0.1,30.0,55,3.0,within  norm,>=5Units,<1 time per week,20 units+
2380,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
2384,1-2 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
2388,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
2389,5-6 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,False,False,True,True,False,True,True,True,True,0,False,True,True,True,True,True,True,False,True,False,0,True,False,True,False,True,True,0,False,True,True,False,True,False,False,False, £50+,14,"Alcohol plays a big part in your life, ",5.5,10.0,55,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
2393,Every day,1-2 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £30- £40,15,"Alcohol plays a big part in your life, ",7.0,1.5,35,10.5,within  norm,<5Units,Every day,1-4 units
2399,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 40s,False,False,False,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
2400,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,True,True,False,False,0,True,False,False,True,False,False,False,True,False,False,0,False,True,False,False,False,False,0,False,False,True,False,False,False,False,False, £20- £30,14,"Alcohol plays a big part in your life, ",5.5,10.0,25,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
2405,1-2 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,25,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
2406,3-4 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £30- £40,11,"Alcohol plays a big part in your life, ",3.5,30.0,35,105.0,2xabove,>=5Units,3-4 times a week,20 units+
2407,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,False,False,True,False,True,False,False,False,False,0,False,True,False,False,True,False,0,False,False,True,False,False,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,15,10.5,within  norm,<5Units,3-4 times a week,1-4 units
2408,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,True,0,False,False,True,False,True,False,False,False, £40- £50,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,45,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
2412,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
2417,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,15,10.5,within  norm,<5Units,3-4 times a week,1-4 units
2423,5-6 times a week,More than 20 units,0,Don't want to cut down,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,False,Don't want to change,False,False,False,False,False,False,False,True,False,False,0,True,True,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,16,"Alcohol plays a big part in your life, ",5.5,30.0,55,165.0,2xabove,>=5Units,5-6 times a week,20 units+
2437,5-6 times a week,1-2 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,True,True,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,10,"Alcohol is causing you more trouble than you realise, ",5.5,1.5,5,8.25,within  norm,<5Units,5-6 times a week,1-4 units
2438,Once every two weeks,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False,Under £10,3,"Alcohol is causing you more trouble than you realise, ",0.5,3.0,5,1.5,within  norm,<5Units,<1 time per week,1-4 units
2439,Every day,1-2 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 40s,True,False,True,False,False,False,False,False,False,0,False,False,False,True,False,False,False,True,True,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,15,"Alcohol plays a big part in your life, ",7.0,1.5,15,10.5,within  norm,<5Units,Every day,1-4 units
2440,5-6 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,True,True,False,False,False,False,False, £40- £50,12,"Alcohol plays a big part in your life, ",5.5,6.5,45,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
2441,Every day,More than 20 units,I want to completely stop drinking alcohol for good,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,True,0,False,False,False,False,False,False,False,True, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
2446,1-2 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,True,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,25,45.0,2xabove,>=5Units,1-2 times a week,20 units+
2452,Every day,2-4 units,0,drink more,In my 40s,42,In my 40s,False,False,False,False,False,False,False,False,False,not bothered,False,False,False,False,False,False,False,False,False,False,none,False,True,False,False,False,True,0,True,False,False,False,False,False,False,False, £10- £20,16,"Alcohol plays a big part in your life, ",7.0,3.0,15,21.0,2x norm,<5Units,Every day,1-4 units
2454,Every day,5-9 units,0,Lose weight,0,49,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,17,"Alcohol plays a big part in your life, ",7.0,6.5,15,45.5,2xabove,>=5Units,Every day,5-9 units
2456,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £40- £50,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,45,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
2467,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,14,"Alcohol plays a big part in your life, ",5.5,10.0,25,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
2469,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,True,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
2475,Once every few months,5-9 units,0,vle,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,False,gh,False,False,False,False,False,False,False,False,False,False,gh,False,False,False,False,False,False,Relatives drinking,False,False,False,False,False,False,False,True,Under £10,3,"Alcohol is causing you more trouble than you realise, ",0.1,6.5,5,0.65,within  norm,>=5Units,<1 time per week,5-9 units
2476,Every day,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
2480,1-2 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False,Under £10,5,"Alcohol is causing you more trouble than you realise, ",1.5,3.0,5,4.5,within  norm,<5Units,1-2 times a week,1-4 units
